Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Daily Total Cals,Cals/100,Weight
1/8/2018,"Mushrooms, Raw","1.18 cup, whole pieces",24.95,0,0,104.84,0.09,0.46,4.09,1.7,0.12,0.05,19.28,0,2.38,7.94,0.01,0,3.4,0.36,0.57,10.21,0.05,97.52,360.61,10.55,5.67,0.59,3.7,1.13,0.67,2.25,2.56,0.39,0,0,0,0.18,0.18,0.06,0,0.01,0.06,0.09,0.14,0.12,0.04,0.1,3.5,0.12,0.04,0.05,0.26,2192.23,219.223,178.533
1/8/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08,2192.23,219.223,178.533
1/8/2018,"Moser Roth, Finest Dark, 85% Cocoa",1.00 Bar,149.28,,,,,,,,,,,,,,,,,,,,,,,,25,,5.1,,,3.5,5.1,12.5,,,,,,7.7,,,,,,,,,2.8,,,,,2192.23,219.223,178.533
1/8/2018,"Almonds, Dry Roasted, Salted",1.07 FDA Serving Size,191.36,0,0,0.77,0.02,0.38,1.16,0.1,0.04,0,17.6,0.32,0,0,7.65,0,85.76,0.35,1.19,89.28,0.71,150.72,228.16,0.64,159.36,1.06,6.72,3.49,0.23,1.56,3.24,16.81,0,10.58,0,4.14,4.15,1.31,0,0.07,0.17,0.24,0.47,0.18,0.05,0.36,6.71,0.19,0.07,0.14,0.27,2192.23,219.223,178.533
1/9/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2272.82,227.282,178.44
1/9/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2272.82,227.282,178.44
1/9/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.82,227.282,178.44
1/9/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.82,227.282,178.44
1/9/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.82,227.282,178.44
1/9/2018,"Isopure, Protein Powder, Creamy Vanilla, ",0.50 x 2.0 Scoopfuls,105,,,,0.38,0.43,5,2.5,0.5,1.5,100,1250,15,,5.03,20,300,,5.4,100,0.5,250,375,17.5,160,,0,0,,0,0,0.5,2.5,,,,,0.25,0,,,,,,,,25,,,,,2272.82,227.282,178.44
1/9/2018,"Almonds, Dry Roasted, Salted","0.63 cup, ground",358.8,0,0,1.45,0.05,0.72,2.18,0.19,0.08,0,33,0.6,0,0,14.34,0,160.8,0.66,2.24,167.4,1.34,282.6,427.8,1.2,298.8,1.99,12.61,6.54,0.44,2.92,6.07,31.52,0,19.85,0,7.77,7.77,2.46,0,0.13,0.32,0.45,0.88,0.34,0.09,0.67,12.58,0.36,0.13,0.27,0.51,2272.82,227.282,178.44
1/9/2018,"Turkey Breast, Skin Eaten",0.77 cup,345.92,0,0,124.47,0.08,0.22,14.68,1.03,0.55,0.39,5.64,154.16,0,9.4,0.51,0.38,24.44,0.08,1.73,41.36,0.03,293.28,334.64,40.98,116.56,1.82,0,0,0,0,0,13.95,141,5.45,0.19,2.65,2.97,3.91,0.28,0.67,1.55,2.63,3.8,4.27,1.39,2.02,51.49,2.15,0.59,1.69,2.52,2272.82,227.282,178.44
1/9/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",3.00 x 0.25 cup,540.12,,,,,,,,,,,0,0,,,,59.64,,4.32,,,,,,630,,12,8.99,,3,3.02,42,0,,,,,6,0,,,,,,,,24,,,,,2272.82,227.282,178.44
1/9/2018,"Turkey Breast, Skin Eaten",0.75 cup,336.72,0,0,121.16,0.08,0.21,14.29,1,0.53,0.38,5.49,150.06,0,9.15,0.49,0.37,23.79,0.08,1.68,40.26,0.03,285.48,325.74,39.89,113.46,1.78,0,0,0,0,0,13.58,137.25,5.31,0.18,2.58,2.89,3.81,0.27,0.66,1.51,2.56,3.69,4.16,1.36,1.97,50.12,2.09,0.57,1.65,2.46,2272.82,227.282,178.44
1/9/2018,"Broccoli, Cooked From Fresh","3.00 small - stalk - 5"" long",147,0,0,374.85,0.26,0.52,2.32,2.59,0.84,0,453.6,6501.6,272.58,0,8.48,592.2,168,0.26,2.81,88.2,0.81,281.4,1230.6,6.72,172.2,1.89,30.16,13.86,0,5.84,16.3,1.72,0,0.17,0.5,0.21,0.71,0.33,0,0.13,0.26,0.39,0.62,0.65,0.18,0.49,10,0.4,0.14,0.25,0.58,2272.82,227.282,178.44
1/9/2018,"Cranberries, Fresh","1.03 x 0.5 cup, chopped",26.08,0,0,49.51,0.01,0.01,0.06,0.17,0.03,0,0.57,35.72,7.94,0,0.75,2.83,4.54,0.03,0.13,3.4,0.15,6.24,45.36,0.06,1.13,0.05,6.79,2.04,0,2.42,4.75,0.07,0,0.01,0.01,0.02,0.03,0,0,0,0.01,0.02,0.03,0.02,0,0.02,0.26,0.02,0,0.02,0.03,2272.82,227.282,178.44
1/9/2018,"Mushrooms, Raw","1.18 cup, whole pieces",24.95,0,0,104.84,0.09,0.46,4.09,1.7,0.12,0.05,19.28,0,2.38,7.94,0.01,0,3.4,0.36,0.57,10.21,0.05,97.52,360.61,10.55,5.67,0.59,3.7,1.13,0.67,2.25,2.56,0.39,0,0,0,0.18,0.18,0.06,0,0.01,0.06,0.09,0.14,0.12,0.04,0.1,3.5,0.12,0.04,0.05,0.26,2272.82,227.282,178.44
1/9/2018,"Almonds, Dry Roasted, Salted","0.56 cup, ground",316.94,0,0,1.28,0.04,0.63,1.93,0.17,0.07,0,29.15,0.53,0,0,12.67,0,142.04,0.58,1.98,147.87,1.18,249.63,377.89,1.06,263.94,1.75,11.14,5.78,0.39,2.58,5.36,27.85,0,17.53,0,6.86,6.87,2.17,0,0.11,0.28,0.39,0.77,0.3,0.08,0.59,11.11,0.32,0.11,0.24,0.45,2272.82,227.282,178.44
1/9/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08,2272.82,227.282,178.44
1/10/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2230.06,223.006,177.565
1/10/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2230.06,223.006,177.565
1/10/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.06,223.006,177.565
1/10/2018,"Spring Valley, Magnesium Citrate",1.00 capsule,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.06,223.006,177.565
1/10/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.06,223.006,177.565
1/10/2018,"Isopure, Protein Powder, Creamy Vanilla, ",0.50 x 2.0 Scoopfuls,105,,,,0.38,0.43,5,2.5,0.5,1.5,100,1250,15,,5.03,20,300,,5.4,100,0.5,250,375,17.5,160,,0,0,,0,0,0.5,2.5,,,,,0.25,0,,,,,,,,25,,,,,2230.06,223.006,177.565
1/10/2018,"Almonds, Dry Roasted, Salted","0.63 cup, ground",358.8,0,0,1.45,0.05,0.72,2.18,0.19,0.08,0,33,0.6,0,0,14.34,0,160.8,0.66,2.24,167.4,1.34,282.6,427.8,1.2,298.8,1.99,12.61,6.54,0.44,2.92,6.07,31.52,0,19.85,0,7.77,7.77,2.46,0,0.13,0.32,0.45,0.88,0.34,0.09,0.67,12.58,0.36,0.13,0.27,0.51,2230.06,223.006,177.565
1/10/2018,"Turkey Breast, Skin Eaten",0.77 cup,345.92,0,0,124.47,0.08,0.22,14.68,1.03,0.55,0.39,5.64,154.16,0,9.4,0.51,0.38,24.44,0.08,1.73,41.36,0.03,293.28,334.64,40.98,116.56,1.82,0,0,0,0,0,13.95,141,5.45,0.19,2.65,2.97,3.91,0.28,0.67,1.55,2.63,3.8,4.27,1.39,2.02,51.49,2.15,0.59,1.69,2.52,2230.06,223.006,177.565
1/10/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",3.00 x 0.25 cup,540.12,,,,,,,,,,,0,0,,,,59.64,,4.32,,,,,,630,,12,8.99,,3,3.02,42,0,,,,,6,0,,,,,,,,24,,,,,2230.06,223.006,177.565
1/10/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2230.06,223.006,177.565
1/10/2018,"Broccoli, Cooked from Frozen",3.00 FDA Serving Size,71.4,0,0,231.34,0.14,0.21,1.17,0.7,0.33,0,142.8,2578.05,102.26,0,2.88,224.65,84.15,0.09,1.56,33.15,0.57,124.95,362.1,1.79,28.05,0.71,13.64,7.65,1.73,3.75,5.99,0.31,0,0.02,0.11,0.03,0.14,0.05,0,0.06,0.14,0.31,0.37,0.4,0.09,0.24,7.9,0.26,0.08,0.18,0.36,2230.06,223.006,177.565
1/10/2018,"Asparagus, Cooked from Frozen",3.00 FDA Serving Size,45.9,0,0,239.95,0.17,0.26,2.65,0.4,0.05,0,344.25,2055.3,62.22,0,2.73,204,45.9,0.27,1.43,25.5,0.36,124.95,438.6,9.95,7.65,1.05,4.9,4.08,0.08,0.82,0.82,1.07,0,0.03,0.03,0.45,0.47,0.24,0,0.09,0.12,0.28,0.33,0.36,0.07,0.18,7.52,0.21,0.07,0.12,0.29,2230.06,223.006,177.565
1/10/2018,"Kerrygold, Salted Butter",35.00 g,250,,,,,,,,,,,1250,,,,,,,,,,,,,250,,,,,,,27.5,75,,,,,20,,,,,,,,,,,,,,2230.06,223.006,177.565
1/11/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2237.24,223.724,175.497
1/11/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2237.24,223.724,175.497
1/11/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.24,223.724,175.497
1/11/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.24,223.724,175.497
1/11/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.24,223.724,175.497
1/11/2018,"Coffee, Prepared From Grounds",1.00 large or venti - each 20 fl oz,5.92,0,236.8,588.39,0.08,0.45,1.13,1.5,0.01,0,11.84,0,0,0,0.06,0.59,11.84,0.01,0.06,17.76,0.14,17.76,290.08,0,11.84,0.12,2.78,2.78,0,0,0,0.12,0,0.09,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.71,0.01,0,0.01,0.02,2237.24,223.724,175.497
1/11/2018,"Almonds, Dry Roasted, Salted","0.63 cup, ground",358.8,0,0,1.45,0.05,0.72,2.18,0.19,0.08,0,33,0.6,0,0,14.34,0,160.8,0.66,2.24,167.4,1.34,282.6,427.8,1.2,298.8,1.99,12.61,6.54,0.44,2.92,6.07,31.52,0,19.85,0,7.77,7.77,2.46,0,0.13,0.32,0.45,0.88,0.34,0.09,0.67,12.58,0.36,0.13,0.27,0.51,2237.24,223.724,175.497
1/11/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2237.24,223.724,175.497
1/11/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",2.00 x 0.25 cup,360.08,,,,,,,,,,,0,0,,,,39.76,,2.88,,,,,,420,,8,5.99,,2,2.01,28,0,,,,,4,0,,,,,,,,16,,,,,2237.24,223.724,175.497
1/11/2018,"Almonds, Dry Roasted, Salted","0.98 tbsp, chopped",47.84,0,0,0.19,0.01,0.1,0.29,0.03,0.01,0,4.4,0.08,0,0,1.91,0,21.44,0.09,0.3,22.32,0.18,37.68,57.04,0.16,39.84,0.26,1.68,0.87,0.06,0.39,0.81,4.2,0,2.65,0,1.04,1.04,0.33,0,0.02,0.04,0.06,0.12,0.05,0.01,0.09,1.68,0.05,0.02,0.04,0.07,2237.24,223.724,175.497
1/11/2018,"Kale, Raw",1.00 FDA Serving Size,41.67,0,0,71.47,0.09,0.11,0.85,0.08,0.23,0,119.92,8496.35,102.06,0,1.31,599.42,127.57,1.27,1.25,39.97,0.56,78.24,417.59,0.77,32.32,0.48,7.44,3.06,0.43,1.92,4.38,0.79,0,0.04,0.15,0.12,0.29,0.08,0,0.04,0.06,0.17,0.2,0.17,0.03,0.14,3.64,0.13,0.03,0.1,0.15,2237.24,223.724,175.497
1/11/2018,Kimchi,1.16 FDA Serving Size,19.39,0,0,92.82,0.03,0.06,0.85,0.1,0.17,0.03,41.48,2473.03,37.02,0,0.14,36.65,71.65,0.05,0.71,14.4,0.14,37.18,210.54,0.72,168.18,0.2,2.9,0.83,0.45,1.29,2.07,0.35,0,0.05,0.1,0.06,0.16,0.06,0,0.02,0.04,0.09,0.12,0.12,0.03,0.06,1.84,0.07,0.02,0.05,0.09,2237.24,223.724,175.497
1/11/2018,Tex Max Casserole from Diet Doctor,1.00 Serving,890.62,0,0,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.7,0.29,6.36,70.57,0.2,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.1,3.19,2237.24,223.724,175.497
1/12/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2981.41,298.141,175.576
1/12/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2981.41,298.141,175.576
1/12/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981.41,298.141,175.576
1/12/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981.41,298.141,175.576
1/12/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981.41,298.141,175.576
1/12/2018,Tex Max Casserole from Diet Doctor,1.00 Serving,890.62,0,0,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.7,0.29,6.36,70.57,0.2,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.1,3.19,2981.41,298.141,175.576
1/12/2018,"Almonds, Dry Roasted, Salted",0.97 FDA Serving Size,173.42,0,0,0.7,0.02,0.35,1.05,0.09,0.04,0,15.95,0.29,0,0,6.93,0,77.72,0.32,1.08,80.91,0.65,136.59,206.77,0.58,144.42,0.96,6.09,3.16,0.21,1.41,2.93,15.24,0,9.59,0,3.75,3.76,1.19,0,0.06,0.15,0.22,0.42,0.16,0.04,0.33,6.08,0.17,0.06,0.13,0.25,2981.41,298.141,175.576
1/12/2018,"Moser Roth, Finest Dark, 85% Cocoa",1.00 Bar,149.28,,,,,,,,,,,,,,,,,,,,,,,,25,,5.1,,,3.5,5.1,12.5,,,,,,7.7,,,,,,,,,2.8,,,,,2981.41,298.141,175.576
1/12/2018,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53,2981.41,298.141,175.576
1/12/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2981.41,298.141,175.576
1/12/2018,"Trout, Rainbow, Farmed, Cooked from Fresh or Frozen","1.25 cup, cut pieces",285.76,0,0,116.89,0.24,0.18,11.3,3.38,0.66,6.99,20.41,566.42,4.93,1291.04,4.75,0.17,51.03,0.09,0.61,51.03,0.02,459.26,765.44,47.8,103.76,0.92,0,0,0,0,0,12.55,119.07,4.02,1.79,1.09,3.06,2.81,0.1,0.45,1.25,1.95,3.44,3.89,1.26,1.66,40.48,1.86,0.47,1.43,2.18,2981.41,298.141,175.576
1/12/2018,Beer,6.00 bottle - each 12 fl oz,919.51,83.4,0,1966.47,0.11,0.53,10.97,0.88,0.98,0.43,128.3,0,0,0,0,0,85.54,0.11,0.43,128.3,0.17,299.38,577.37,12.83,85.54,0.21,75.91,0,0,0,75.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,0,0,0,2981.41,298.141,175.576
1/13/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2714.4,271.44,175.801
1/13/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2714.4,271.44,175.801
1/13/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.4,271.44,175.801
1/13/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.4,271.44,175.801
1/13/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.4,271.44,175.801
1/13/2018,Tex Max Casserole from Diet Doctor,1.00 Serving,890.62,0,0,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.7,0.29,6.36,70.57,0.2,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.1,3.19,2714.4,271.44,175.801
1/13/2018,"Chicken Drumstick, Skin Eaten",5.00 medium,597.4,0,0,178.81,0.17,1.06,20.6,2.91,1.25,4.81,26.1,136.3,0,43.5,0.23,0,49.3,0.36,4.21,78.3,0.05,623.5,661.2,87.58,304.5,9.72,0.2,0,0,0,0.2,28.85,388.6,10.42,0.49,7.66,8.31,8.5,0.4,0.73,2.06,2.19,5.3,6.28,1.99,2.49,79.08,2.76,0.8,2.25,2.49,2714.4,271.44,175.801
1/13/2018,"Baja Fresh, salad, steak, Baja Ensalada, without dressing",1.00 Each,450,0,,,,,,,,,,,,,,,,,,,,,,,1240,,18,6,,,12,18,150,,,,,7,1,,,,,,,,54,,,,,2714.4,271.44,175.801
1/13/2018,"Beef Steak, Sirloin, No Visible Fat Eaten","1.06 cup, cut pieces",226.8,0,0,91.51,0.11,0.41,11.24,0.62,1.1,2.86,7.09,19.84,0,1.42,0.4,2.69,22.68,0.08,4.08,21.26,0.01,382.72,544.31,38.56,94.97,6.44,0,0,0,0,0,6.36,109.15,2.72,0.03,0.37,0.43,2.37,0.3,0.45,1.64,2.04,3.77,4.19,1.19,1.75,42.38,2.06,0.49,1.63,2.19,2714.4,271.44,175.801
1/13/2018,"Oil, vegetable, Frial",1.00 tbsp,90,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,10,,4.3,,4.6,4.7,1,,,,,,,,,,,,,,2714.4,271.44,175.801
1/13/2018,"Almonds, Dry Roasted, Salted","0.75 cup, ground",424.58,0,0,1.71,0.05,0.85,2.58,0.23,0.1,0,39.05,0.71,0,0,16.97,0,190.28,0.78,2.65,198.09,1.58,334.41,506.23,1.42,353.58,2.35,14.92,7.74,0.52,3.45,7.18,37.3,0,23.48,0,9.19,9.2,2.91,0,0.15,0.38,0.53,1.04,0.4,0.11,0.8,14.88,0.42,0.15,0.32,0.6,2714.4,271.44,175.801
1/14/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2224.71,222.471,177.97
1/14/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2224.71,222.471,177.97
1/14/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.71,222.471,177.97
1/14/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.71,222.471,177.97
1/14/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.71,222.471,177.97
1/14/2018,Tex Max Casserole from Diet Doctor,1.00 Serving,890.62,0,0,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.7,0.29,6.36,70.57,0.2,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.1,3.19,2224.71,222.471,177.97
1/14/2018,"Chicken Drumstick, Skin Eaten",2.00 medium,238.96,0,0,71.53,0.07,0.42,8.24,1.16,0.5,1.93,10.44,54.52,0,17.4,0.09,0,19.72,0.15,1.68,31.32,0.02,249.4,264.48,35.03,121.8,3.89,0.08,0,0,0,0.08,11.54,155.44,4.17,0.2,3.06,3.33,3.4,0.16,0.29,0.82,0.88,2.12,2.51,0.8,1,31.63,1.1,0.32,0.9,1,2224.71,222.471,177.97
1/14/2018,"Broccoli, Cooked From Fresh","1.00 medium - stalk - 7 1/2"" to 8"" long",63,0,0,160.65,0.11,0.22,1,1.11,0.36,0,194.4,2786.4,116.82,0,3.64,253.8,72,0.11,1.21,37.8,0.35,120.6,527.4,2.88,73.8,0.81,12.92,5.94,0,2.5,6.98,0.74,0,0.07,0.21,0.09,0.31,0.14,0,0.06,0.11,0.17,0.26,0.28,0.08,0.21,4.28,0.17,0.06,0.11,0.25,2224.71,222.471,177.97
1/14/2018,"Kale, Raw",1.00 FDA Serving Size,41.65,0,0,71.43,0.09,0.11,0.85,0.08,0.23,0,119.85,8491.5,102,0,1.31,599.08,127.5,1.27,1.25,39.95,0.56,78.2,417.35,0.77,32.3,0.48,7.44,3.06,0.43,1.92,4.38,0.79,0,0.04,0.15,0.12,0.29,0.08,0,0.04,0.06,0.17,0.2,0.17,0.03,0.14,3.64,0.12,0.03,0.1,0.15,2224.71,222.471,177.97
